search_record_id,title,publication_year,doi_normalized,stable_url,oa_url,query_ids,manual_review_reason
R001308,A Comprehensive Data Analysis of Electric Vehicle User Behaviors Toward Unlocking Vehicle-to-Grid Potential,2023,10.1109/access.2023.3240102,https://doi.org/10.1109/access.2023.3240102,https://ieeexplore.ieee.org/ielx7/6287639/10005208/10026264.pdf,QPAIR_BS_EV_renewable_energy_integration|QPAIR_DC_EV_renewable_energy_integration,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001309,Impact of plug-in electric vehicles on grid integration with distributed energy resources: A review,2023,10.3389/fenrg.2022.1099890,https://doi.org/10.3389/fenrg.2022.1099890,https://www.frontiersin.org/articles/10.3389/fenrg.2022.1099890/pdf,QPAIR_BS_EV_renewable_energy_integration,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001310,Beyond the State of the Art of Electric Vehicles: A Fact-Based Paper of the Current and Prospective Electric Vehicle Technologies,2021,10.3390/wevj12010020,https://doi.org/10.3390/wevj12010020,https://www.mdpi.com/2032-6653/12/1/20/pdf?version=1612402843,QPAIR_BS_EV_renewable_energy_integration,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001311,On the Mobile Communication Requirements for the Demand-Side Management of Electric Vehicles,2018,10.3390/en11051220,https://doi.org/10.3390/en11051220,https://www.mdpi.com/1996-1073/11/5/1220/pdf?version=1526448530,QPAIR_BS_EV_renewable_energy_integration,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001326,Building Energy Management With Reinforcement Learning and Model Predictive Control: A Survey,2022,10.1109/access.2022.3156581,https://doi.org/10.1109/access.2022.3156581,https://ieeexplore.ieee.org/ielx7/6287639/9668973/09727169.pdf,QPAIR_DC_BLDG_demand_response_peak_management|QPAIR_DC_BLDG_local_energy_sharing_distribution_support|QPAIR_DC_BLDG_renewable_energy_integration|QPAIR_DC_EV_renewable_energy_integration|QPAIR_EV_BLDG_renewable_energy_integration,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001327,"Distributed model predictive control for coordinated, grid-interactive buildings",2022,10.1016/j.apenergy.2022.118612,https://doi.org/10.1016/j.apenergy.2022.118612,https://www.sciencedirect.com/science/article/pii/S0306261922000861/pdf,QPAIR_DC_BLDG_demand_response_peak_management|QPAIR_DC_BLDG_frequency_response_regulation|QPAIR_DC_BLDG_local_energy_sharing_distribution_support,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001328,Reinforcement learning for whole-building HVAC control and demand response,2020,10.1016/j.egyai.2020.100020,https://doi.org/10.1016/j.egyai.2020.100020,https://www.sciencedirect.com/science/article/pii/S2666546820300203/pdf,QPAIR_DC_BLDG_demand_response_peak_management,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001336,Review and Evaluation of Reinforcement Learning Frameworks on Smart Grid Applications,2023,10.3390/en16145326,https://doi.org/10.3390/en16145326,https://www.mdpi.com/1996-1073/16/14/5326/pdf?version=1689153776,QPAIR_DC_BLDG_frequency_response_regulation,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001337,Proactive Demand Participation of Smart Buildings in Smart Grid,2015,10.1109/tc.2015.2495244,https://doi.org/10.1109/tc.2015.2495244,https://escholarship.org/content/qt1cp1m4nx/qt1cp1m4nx.pdf?t=opue3e,QPAIR_DC_BLDG_frequency_response_regulation|QPAIR_DC_BLDG_renewable_energy_integration,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001339,Commercial building HVAC demand flexibility with model predictive control: Field demonstration and literature insights,2025,10.1016/j.enbuild.2025.116097,https://doi.org/10.1016/j.enbuild.2025.116097,https://doi.org/10.1016/j.enbuild.2025.116097,QPAIR_DC_BLDG_frequency_response_regulation,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001340,A Novel Thermal Energy Storage System in Smart Building Based on Phase Change Material,2018,10.1109/tsg.2018.2812160,https://doi.org/10.1109/tsg.2018.2812160,https://vbn.aau.dk/ws/files/306348423/A_Novel_Thermal_Energy_Storage_System_in_Smart_Building_Based_on_Phase_Change_Material.pdf,QPAIR_DC_BLDG_frequency_response_regulation,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001344,Intelligent energy management based on SCADA system in a real Microgrid for smart building applications,2021,10.1016/j.renene.2021.03.008,https://doi.org/10.1016/j.renene.2021.03.008,https://www.sciencedirect.com/science/article/pii/S0960148121003566/pdf,QPAIR_DC_BLDG_local_energy_sharing_distribution_support|QPAIR_DC_BLDG_resilience_emergency_operation|QSA_BLDG_local_energy_sharing_distribution_support|QSA_BLDG_resilience_emergency_operation,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001348,Next-Generation Shipboard DC Power System: Introduction Smart Grid and dc Microgrid Technologies into Maritime Electrical Netowrks,2016,10.1109/mele.2016.2544203,https://doi.org/10.1109/mele.2016.2544203,https://arts.units.it/bitstream/11368/2886512/4/2886512_07480937xplore-PostPrint.pdf,QPAIR_DC_BLDG_local_energy_sharing_distribution_support,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001355,Data-Driven Technologies for Energy Optimization in Smart Buildings: A Scoping Review,2025,10.3390/en18020290,https://doi.org/10.3390/en18020290,https://www.mdpi.com/1996-1073/18/2/290/pdf?version=1736516217,QPAIR_DC_BLDG_renewable_energy_integration|QPAIR_DC_BLDG_resilience_emergency_operation,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001357,Enhancing Energy Efficiency and Building Performance through BEMS-BIM Integration,2023,10.3390/en16176327,https://doi.org/10.3390/en16176327,https://www.mdpi.com/1996-1073/16/17/6327/pdf?version=1693475837,QPAIR_DC_BLDG_renewable_energy_integration,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001359,Assessment of Carbon-Aware Flexibility Measures From Data Centres Using Machine Learning,2022,10.1109/tia.2022.3213637,https://doi.org/10.1109/tia.2022.3213637,https://ieeexplore.ieee.org/ielx7/28/10021929/09916120.pdf,QPAIR_DC_BLDG_renewable_energy_integration,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001363,Implementation of predictive control in a commercial building energy management system using neural networks,2017,10.1016/j.enbuild.2017.06.027,https://doi.org/10.1016/j.enbuild.2017.06.027,https://www.sciencedirect.com/science/article/pii/S0378778817300907,QPAIR_DC_BLDG_resilience_emergency_operation|QSA_BLDG_resilience_emergency_operation,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001368,Enhancing energy management in grid-interactive buildings: A comparison among cooperative and coordinated architectures,2022,10.1016/j.apenergy.2021.118497,https://doi.org/10.1016/j.apenergy.2021.118497,https://www.sciencedirect.com/science/article/pii/S0306261921017128/pdf,QPAIR_DC_BLDG_resilience_emergency_operation,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001395,Integrating Artificial Intelligence Internet of Things and 5G for Next-Generation Smartgrid: A Survey of Trends Challenges and Prospect,2022,10.1109/access.2022.3140595,https://doi.org/10.1109/access.2022.3140595,https://ieeexplore.ieee.org/ielx7/6287639/9668973/09672084.pdf,QPAIR_DC_BS_local_energy_sharing_distribution_support,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001400,Optimal Energy Trading With Demand Responses in Cloud Computing Enabled Virtual Power Plant in Smart Grids,2021,10.1109/tcc.2021.3118563,https://doi.org/10.1109/tcc.2021.3118563,https://ieeexplore.ieee.org/ielx7/6245519/9729899/09563207.pdf,QPAIR_DC_BS_local_energy_sharing_distribution_support,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001409,Energy Efficient Throughput Aware Traffic Load Balancing in Green Cellular Networks,2021,10.1109/access.2021.3091499,https://doi.org/10.1109/access.2021.3091499,https://ieeexplore.ieee.org/ielx7/6287639/9312710/09462078.pdf,QPAIR_DC_BS_renewable_energy_integration,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001418,A Survey on Beyond 5G Network With the Advent of 6G: Architecture and Emerging Technologies,2020,10.1109/access.2020.3031234,https://doi.org/10.1109/access.2020.3031234,https://ieeexplore.ieee.org/ielx7/6287639/9312710/09224777.pdf,QPAIR_DC_BS_resilience_emergency_operation,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001421,Empowering the 6G Cellular Architecture With Open RAN,2023,10.1109/jsac.2023.3334610,https://doi.org/10.1109/jsac.2023.3334610,https://arxiv.org/pdf/2312.02746,QPAIR_DC_BS_resilience_emergency_operation,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001427,"V2B/V2G on Energy Cost and Battery Degradation under Different Driving Scenarios, Peak Shaving, and Frequency Regulations",2020,10.3390/wevj11010014,https://doi.org/10.3390/wevj11010014,https://www.mdpi.com/2032-6653/11/1/14/pdf?version=1585219753,QFIELD_EV_demand_response_peak_management|QFIELD_EV_frequency_response_regulation|QPAIR_DC_EV_demand_response_peak_management|QPAIR_DC_EV_frequency_response_regulation|QPR_EV_demand_response_peak_management|QSA_EV_demand_response_peak_management,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001431,Flexibility of electric vehicles and space heating in net zero energy houses: an optimal control model with thermal dynamics and battery degradation,2017,10.1016/j.apenergy.2017.01.005,https://doi.org/10.1016/j.apenergy.2017.01.005,https://research.aalto.fi/files/10759349/salpakari_et_al_post_print.pdf,QPAIR_DC_EV_demand_response_peak_management|QPAIR_DC_EV_frequency_response_regulation|QPAIR_DC_EV_renewable_energy_integration|QPAIR_DC_EV_resilience_emergency_operation|QPAIR_EV_BLDG_resilience_emergency_operation,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001439,"DC-DC Converter Topologies for Electric Vehicles, Plug-in Hybrid Electric Vehicles and Fast Charging Stations: State of the Art and Future Trends",2019,10.3390/en12081569,https://doi.org/10.3390/en12081569,https://www.mdpi.com/1996-1073/12/8/1569/pdf?version=1556183598,QPAIR_DC_EV_frequency_response_regulation,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001449,AEBIS: AI-Enabled Blockchain-Based Electric Vehicle Integration System for Power Management in Smart Grid Platform,2020,10.1109/access.2020.3044612,https://doi.org/10.1109/access.2020.3044612,https://ieeexplore.ieee.org/ielx7/6287639/6514899/09293294.pdf,QPAIR_DC_EV_local_energy_sharing_distribution_support,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001450,Optimal Sizing and Energy Management of Microgrids with Vehicle-to-Grid Technology: A Critical Review and Future Trends,2021,10.3390/en14144166,https://doi.org/10.3390/en14144166,https://www.mdpi.com/1996-1073/14/14/4166/pdf?version=1626072239,QPAIR_DC_EV_local_energy_sharing_distribution_support|QPAIR_DC_EV_resilience_emergency_operation,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001460,A Dynamic Optimal Scheduling Strategy for Multi-Charging Scenarios of Plug-in-Electric Vehicles Over a Smart Grid,2023,10.1109/access.2023.3258859,https://doi.org/10.1109/access.2023.3258859,https://ieeexplore.ieee.org/ielx7/6287639/6514899/10075617.pdf,QPAIR_DC_EV_renewable_energy_integration,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001461,A Review of Current Research Trends in Power-Electronic Innovations in Cyber–Physical Systems,2021,10.1109/jestpe.2021.3051876,https://doi.org/10.1109/jestpe.2021.3051876,https://vbn.aau.dk/ws/files/475866332/A_Review_of_Current_Research_Trends_in_Power_Electronic_Innovations_in_Cyber_Physical_Systems.pdf,QPAIR_DC_EV_renewable_energy_integration,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001465,Power System Resilience: The Role of Electric Vehicles and Social Disparities in Mitigating the US Power Outages,2024,10.1007/s40866-024-00204-6,https://doi.org/10.1007/s40866-024-00204-6,https://link.springer.com/content/pdf/10.1007/s40866-024-00204-6.pdf,QPAIR_DC_EV_resilience_emergency_operation,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001471,Grid Integration of Electric Vehicles for Economic Benefits: A Review,2021,10.35833/mpce.2019.000326,https://doi.org/10.35833/mpce.2019.000326,https://ieeexplore.ieee.org/ielx7/8685265/9334117/09195102.pdf,QPAIR_DC_EV_resilience_emergency_operation,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001475,An interval-based nested optimization framework for deriving flexibility from smart buildings and electric vehicle fleets in the TSO-DSO coordination,2023,10.1016/j.apenergy.2023.121062,https://doi.org/10.1016/j.apenergy.2023.121062,,QPAIR_EV_BLDG_demand_response_peak_management,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001478,On-Line Building Energy Optimization Using Deep Reinforcement Learning,2018,10.1109/tsg.2018.2834219,https://doi.org/10.1109/tsg.2018.2834219,https://pure.tue.nl/ws/files/135618891/1707.05878.pdf,QPAIR_EV_BLDG_demand_response_peak_management|QPAIR_EV_BLDG_local_energy_sharing_distribution_support|QPAIR_EV_BLDG_renewable_energy_integration|QSA_BLDG_renewable_energy_integration,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001480,Connected electric vehicles for flexible vehicle-to-grid (V2G) services,2017,10.1109/icoin.2017.7899469,https://doi.org/10.1109/icoin.2017.7899469,,QPAIR_EV_BLDG_demand_response_peak_management,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001486,"Coordinated Operation of a Neighborhood of Smart Households Comprising Electric Vehicles, Energy Storage and Distributed Generation",2016,10.1109/tsg.2015.2512501,https://doi.org/10.1109/tsg.2015.2512501,https://pure.tue.nl/ws/files/40393625/07377098.pdf,QPAIR_EV_BLDG_frequency_response_regulation|QPAIR_EV_BLDG_local_energy_sharing_distribution_support|QPAIR_EV_BLDG_renewable_energy_integration|QPAIR_EV_BLDG_resilience_emergency_operation,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001489,"Delivering Energy from PEV batteries: V2G, V2B and V2H approaches",2017,10.24084/repqj13.247,https://doi.org/10.24084/repqj13.247,https://doi.org/10.24084/repqj13.247,QPAIR_EV_BLDG_frequency_response_regulation|QPAIR_EV_BLDG_resilience_emergency_operation,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001506,Electric Vehicle Charge–Discharge Management for Utilization of Photovoltaic by Coordination Between Home and Grid Energy Management Systems,2018,10.1109/tsg.2018.2820026,https://doi.org/10.1109/tsg.2018.2820026,https://ieeexplore.ieee.org/ielx7/5165411/8694132/08326541.pdf,QPAIR_EV_BLDG_renewable_energy_integration,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001529,Automated Demand Response for Smart Buildings and Microgrids: The State of the Practice and Research Challenges,2016,10.1109/jproc.2016.2520639,https://doi.org/10.1109/jproc.2016.2520639,,QPR_BLDG_demand_response_peak_management|QPR_BLDG_local_energy_sharing_distribution_support|QSA_BLDG_demand_response_peak_management|QSA_BLDG_local_energy_sharing_distribution_support,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001578,UAV Communications for 5G and Beyond: Recent Advances and Future Trends,2018,10.1109/jiot.2018.2887086,https://doi.org/10.1109/jiot.2018.2887086,https://arxiv.org/pdf/1901.06637,QPR_BS_demand_response_peak_management|QSA_BS_demand_response_peak_management,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001609,From 5G to 6G Networks: A Survey on AI-Based Jamming and Interference Detection and Mitigation,2024,10.1109/ojcoms.2024.3416808,https://doi.org/10.1109/ojcoms.2024.3416808,https://doi.org/10.1109/ojcoms.2024.3416808,QPR_BS_renewable_energy_integration,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001621,A Survey of the Functional Splits Proposed for 5G Mobile Crosshaul Networks,2018,10.1109/comst.2018.2868805,https://doi.org/10.1109/comst.2018.2868805,https://ieeexplore.ieee.org/ielx7/9739/8649699/08479363.pdf,QPR_BS_resilience_emergency_operation,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001650,Intelligent Manufacturing in the Context of Industry 4.0: A Review,2017,10.1016/j.eng.2017.05.015,https://doi.org/10.1016/j.eng.2017.05.015,https://www.sciencedirect.com/science/article/pii/S2095809917307130/pdf,QPR_DC_local_energy_sharing_distribution_support|QPR_DC_resilience_emergency_operation,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001668,A survey of high-performance computing scaling challenges,2015,10.1177/1094342015597083,https://doi.org/10.1177/1094342015597083,,QPR_DC_resilience_emergency_operation,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001680,Active integration of electric vehicles into distribution grids: Barriers and frameworks for flexibility services,2021,10.1016/j.rser.2021.111060,https://doi.org/10.1016/j.rser.2021.111060,https://hal.science/hal-03415647,QPR_EV_demand_response_peak_management|QPR_EV_local_energy_sharing_distribution_support|QSA_EV_demand_response_peak_management|QSA_EV_local_energy_sharing_distribution_support,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001681,A review on barrier and challenges of electric vehicle in India and vehicle to grid optimisation,2021,10.1016/j.treng.2021.100057,https://doi.org/10.1016/j.treng.2021.100057,https://www.sciencedirect.com/science/article/pii/S2666691X21000130/pdf,QPR_EV_demand_response_peak_management|QPR_EV_local_energy_sharing_distribution_support,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001684,Integration of electric vehicles in smart grid: A review on vehicle to grid technologies and optimization techniques,2015,10.1016/j.rser.2015.09.012,https://doi.org/10.1016/j.rser.2015.09.012,,QPR_EV_frequency_response_regulation|QSA_EV_frequency_response_regulation,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001688,Smart Charging for Electric Vehicles: A Survey From the Algorithmic Perspective,2016,10.1109/comst.2016.2518628,https://doi.org/10.1109/comst.2016.2518628,,QPR_EV_frequency_response_regulation,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001697,"Electric vehicles integration and vehicle-to-grid operation in active distribution grids: A comprehensive review on power architectures, grid connection standards and typical applications",2022,10.1016/j.rser.2022.112812,https://doi.org/10.1016/j.rser.2022.112812,,QPR_EV_local_energy_sharing_distribution_support|QSA_EV_local_energy_sharing_distribution_support,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001720,Overview of batteries and battery management for electric vehicles,2022,10.1016/j.egyr.2022.03.016,https://doi.org/10.1016/j.egyr.2022.03.016,https://doi.org/10.1016/j.egyr.2022.03.016,QPR_EV_resilience_emergency_operation,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001721,Optimal location of electric vehicle charging station and its impact on distribution network: A review,2022,10.1016/j.egyr.2022.01.180,https://doi.org/10.1016/j.egyr.2022.01.180,https://www.sciencedirect.com/science/article/pii/S2352484722001809/pdf,QPR_EV_resilience_emergency_operation,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001730,A Framework for Incorporating Demand Response of Smart Buildings Into the Integrated Heat and Electricity Energy System,2017,10.1109/tie.2017.2784393,https://doi.org/10.1109/tie.2017.2784393,,QSA_BLDG_demand_response_peak_management,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001739,Using a Transactive Energy Framework: Providing Grid Services from Smart Buildings,2016,10.1109/mele.2016.2614181,https://doi.org/10.1109/mele.2016.2614181,,QSA_BLDG_frequency_response_regulation,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001801,Reinforcement Learning for Slicing in a 5G Flexible RAN,2019,10.1109/jlt.2019.2924345,https://doi.org/10.1109/jlt.2019.2924345,https://research.chalmers.se/publication/512936/file/512936_Fulltext.pdf,QSA_BS_local_energy_sharing_distribution_support,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001802,Aerial Base Station Deployment in 6G Cellular Networks Using Tethered Drones: The Mobility and Endurance Tradeoff,2020,10.1109/mvt.2020.3017885,https://doi.org/10.1109/mvt.2020.3017885,,QSA_BS_renewable_energy_integration,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001807,Component and parameterised power model for cloud radio access network,2016,10.1049/iet-com.2015.0752,https://doi.org/10.1049/iet-com.2015.0752,,QSA_BS_renewable_energy_integration,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001808,RETRACTED: Artificial intelligence‐based novel scheme for location area planning in cellular networks,2020,10.1111/coin.12371,https://doi.org/10.1111/coin.12371,,QSA_BS_renewable_energy_integration,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001815,Efficient 3-D placement of an aerial base station in next generation cellular networks,2016,10.1109/icc.2016.7510820,https://doi.org/10.1109/icc.2016.7510820,,QSA_BS_resilience_emergency_operation,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001827,A New Frontier of Printed Electronics: Flexible Hybrid Electronics,2019,10.1002/adma.201905279,https://doi.org/10.1002/adma.201905279,,QSA_DC_demand_response_peak_management,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001849,Distributed Real-Time Energy Management in Data Center Microgrids,2016,10.1109/tsg.2016.2640453,https://doi.org/10.1109/tsg.2016.2640453,,QSA_DC_local_energy_sharing_distribution_support,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001853,Mitigating Curtailment and Carbon Emissions through Load Migration between Data Centers,2020,10.1016/j.joule.2020.08.001,https://doi.org/10.1016/j.joule.2020.08.001,https://www.sciencedirect.com/science/article/am/pii/S2542435120303470?via%3Dihub,QSA_DC_renewable_energy_integration,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001854,Carbon-Aware Electricity Cost Minimization for Sustainable Data Centers,2017,10.1109/tsusc.2017.2711925,https://doi.org/10.1109/tsusc.2017.2711925,,QSA_DC_renewable_energy_integration,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001858,Application of robust optimized spatiotemporal load management of data centers for renewable curtailment mitigation,2024,10.1016/j.rser.2024.114793,https://doi.org/10.1016/j.rser.2024.114793,,QSA_DC_renewable_energy_integration,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001867,A Software Defined Fog Node Based Distributed Blockchain Cloud Architecture for IoT,2017,10.1109/access.2017.2757955,https://doi.org/10.1109/access.2017.2757955,https://doi.org/10.1109/access.2017.2757955,QSA_DC_resilience_emergency_operation,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001869,Data centre water consumption,2021,10.1038/s41545-021-00101-w,https://doi.org/10.1038/s41545-021-00101-w,https://www.nature.com/articles/s41545-021-00101-w.pdf,QSA_DC_resilience_emergency_operation,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001871,Opportunities for Nonvolatile Memory Systems in Extreme-Scale High-Performance Computing,2015,10.1109/mcse.2015.4,https://doi.org/10.1109/mcse.2015.4,https://www.osti.gov/biblio/1331077,QSA_DC_resilience_emergency_operation,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001878,A cost-benefit analysis of V2G electric vehicles supporting peak shaving in Shanghai,2019,10.1016/j.epsr.2019.106058,https://doi.org/10.1016/j.epsr.2019.106058,,QSA_EV_demand_response_peak_management,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001889,Evaluation of Achievable Vehicle-to-Grid Capacity Using Aggregate PEV Model,2016,10.1109/tpwrs.2016.2561296,https://doi.org/10.1109/tpwrs.2016.2561296,,QSA_EV_frequency_response_regulation,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001891,Electric Vehicle into the Grid: Charging Methodologies Aimed at Providing Ancillary Services Considering Battery Degradation,2019,10.3390/en12122443,https://doi.org/10.3390/en12122443,https://doi.org/10.3390/en12122443,QSA_EV_frequency_response_regulation,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001906,"Smart Grid, V2G and Renewable Integration",2020,10.1007/978-981-15-9251-5_10,https://doi.org/10.1007/978-981-15-9251-5_10,,QSA_EV_renewable_energy_integration,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001911,Reduced grid operating costs and renewable energy curtailment with electric vehicle charge management,2019,10.1016/j.enpol.2019.111051,https://doi.org/10.1016/j.enpol.2019.111051,https://doi.org/10.1016/j.enpol.2019.111051,QSA_EV_renewable_energy_integration,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001914,Plug-In Electric Vehicle to Home (V2H) Operation Under a Grid Outage,2016,10.1109/tsg.2016.2603502,https://doi.org/10.1109/tsg.2016.2603502,,QFIELD_EV_resilience_emergency_operation|QPR_EV_resilience_emergency_operation|QSA_EV_resilience_emergency_operation,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001916,Operation Modes for the Electric Vehicle in Smart Grids and Smart Homes: Present and Proposed Modes,2015,10.1109/tvt.2015.2481005,https://doi.org/10.1109/tvt.2015.2481005,http://hdl.handle.net/1822/41771,QSA_EV_resilience_emergency_operation,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
