search_record_id,search_run_id,query_id,query_family,source_database,source_record_id,rank_in_response,title,abstract,publication_year,doi_raw,doi_normalized,stable_url,oa_url,document_type,authors,venue_or_issuer,language,region_or_jurisdiction,repository_path,source_sha256,raw_response_path
R001859,RUN_20260831_EVIDENCE_MAP_01,QSA_DC_renewable_energy_integration,single_asset_service,openalex,https://openalex.org/W4223495485,8,An energy and carbon-aware algorithm for renewable energy usage maximization in distributed cloud data centers,"The vigorous development and the increasing popularity of cloud computing highlight the necessity of reducing data center energy consumption and the environmental impact of carbon dioxide emissions. For geographically distributed data centers, cloud servers are connected to the conventional power grid and in addition they are supported by an attached renewable energy source. Since the carbon footprint rate of energy consumption has dynamic differences in space, reducing energy consumption does not mean decrease carbon emission, which indicates that energy consumption and carbon footprint need to be synergistically optimized. In this paper, an energy and carbon-aware algorithm for virtual machine placement is proposed. The goal is to obtain a virtual machine allocation scheme that aims to achieve the trade-off between energy consumption and carbon emissions by improving renewable energy utilization. The experimental results show that the proposed approach is more energy-efficient and greener, which can also maximize the renewable energy utilization with 73.11% while ensuring the SLA violation with 0.2% in comparison to the baseline algorithms.",2022,https://doi.org/10.1016/j.jpdc.2022.04.001,10.1016/j.jpdc.2022.04.001,https://doi.org/10.1016/j.jpdc.2022.04.001,https://www.sciencedirect.com/science/article/pii/S074373152200079X/pdf,article,Daming Zhao|Jiantao Zhou,Journal of Parallel and Distributed Computing,en,,,,data/raw_metadata/openalex/QSA_DC_renewable_energy_integration.json
R001860,RUN_20260831_EVIDENCE_MAP_01,QSA_DC_renewable_energy_integration,single_asset_service,openalex,https://openalex.org/W4376115973,9,Carbon awareness oriented data center location and configuration: An integrated optimization method,,2023,https://doi.org/10.1016/j.energy.2023.127744,10.1016/j.energy.2023.127744,https://doi.org/10.1016/j.energy.2023.127744,,article,Fengjuan Wang|Chengwei Lv|Jiuping Xu,Energy,en,,,,data/raw_metadata/openalex/QSA_DC_renewable_energy_integration.json
R001861,RUN_20260831_EVIDENCE_MAP_01,QSA_DC_renewable_energy_integration,single_asset_service,openalex,https://openalex.org/W2334049179,10,A Survey of Virtual Machine Placement Techniques in a Cloud Data Center,"Energy consumption of massive-scale cloud data centers is increasing unacceptably. There is a need to improve the energy efficiency of such data centers using Server Consolidation which aims at minimizing the number of Active Physical Machines (APMs) in a data center. Effective VM placement and migration techniques act as a key to optimum consolidation. Many of the recently proposed techniques realize dynamic consolidation while optimizing the VM placement. This paper presents a comprehensive study of the state-of-the-art VM placement and consolidation techniques used in green cloud which focus on improving the energy efficiency. A detailed comparison is presented, revealing pitfalls and suggesting improvisation methods along this direction.",2016,https://doi.org/10.1016/j.procs.2016.02.093,10.1016/j.procs.2016.02.093,https://doi.org/10.1016/j.procs.2016.02.093,https://www.sciencedirect.com/science/article/pii/S1877050916000958/pdf,conference-paper,Zoha Usmani|Shailendra Singh,Procedia Computer Science,en,,,,data/raw_metadata/openalex/QSA_DC_renewable_energy_integration.json
R001862,RUN_20260831_EVIDENCE_MAP_01,QSA_DC_resilience_emergency_operation,single_asset_service,openalex,https://openalex.org/W4293770403,1,Energy efficiency in cloud computing data centers: a survey on software technologies,"Cloud computing is a commercial and economic paradigm that has gained traction since 2006 and is presently the most significant technology in IT sector. From the notion of cloud computing to its energy efficiency, cloud has been the subject of much discussion. The energy consumption of data centres alone will rise from 200 TWh in 2016 to 2967 TWh in 2030. The data centres require a lot of power to provide services, which increases CO2 emissions. In this survey paper, software-based technologies that can be used for building green data centers and include power management at individual software level has been discussed. The paper discusses the energy efficiency in containers and problem-solving approaches used for reducing power consumption in data centers. Further, the paper also gives details about the impact of data centers on environment that includes the e-waste and the various standards opted by different countries for giving rating to the data centers. This article goes beyond just demonstrating new green cloud computing possibilities. Instead, it focuses the attention and resources of academia and society on a critical issue: long-term technological advancement. The article covers the new technologies that can be applied at the individual software level that includes techniques applied at virtualization level, operating system level and application level. It clearly defines different measures at each level to reduce the energy consumption that clearly adds value to the current environmental problem of pollution reduction. This article also addresses the difficulties, concerns, and needs that cloud data centres and cloud organisations must grasp, as well as some of the factors and case studies that influence green cloud usage.",2022,https://doi.org/10.1007/s10586-022-03713-0,10.1007/s10586-022-03713-0,https://doi.org/10.1007/s10586-022-03713-0,https://link.springer.com/content/pdf/10.1007/s10586-022-03713-0.pdf,article,Avita Katal|Susheela Dahiya|Tanupriya Choudhury,Cluster Computing,en,,,,data/raw_metadata/openalex/QSA_DC_resilience_emergency_operation.json
R001863,RUN_20260831_EVIDENCE_MAP_01,QSA_DC_resilience_emergency_operation,single_asset_service,openalex,https://openalex.org/W4238719510,2,The BIG Data Center: from deposition to integration to translation,"Biological data are generated at unprecedentedly exponential rates, posing considerable challenges in big data deposition, integration and translation. The BIG Data Center, established at Beijing Institute of Genomics (BIG), Chinese Academy of Sciences, provides a suite of database resources, including (i) Genome Sequence Archive, a data repository specialized for archiving raw sequence reads, (ii) Gene Expression Nebulas, a data portal of gene expression profiles based entirely on RNA-Seq data, (iii) Genome Variation Map, a comprehensive collection of genome variations for featured species, (iv) Genome Warehouse, a centralized resource housing genome-scale data with particular focus on economically important animals and plants, (v) Methylation Bank, an integrated database of whole-genome single-base resolution methylomes and (vi) Science Wikis, a central access point for biological wikis developed for community annotations. The BIG Data Center is dedicated to constructing and maintaining biological databases through big data integration and value-added curation, conducting basic research to translate big data into big knowledge and providing freely open access to a variety of data resources in support of worldwide research activities in both academia and industry. All of these resources are publicly available and can be found at http://bigd.big.ac.cn.",2016,https://doi.org/10.1093/nar/gkw1060,10.1093/nar/gkw1060,https://doi.org/10.1093/nar/gkw1060,https://academic.oup.com/nar/article-pdf/45/D1/D18/8846711/gkw1060.pdf,article,BIG Data Center Members,Nucleic Acids Research,en,,,,data/raw_metadata/openalex/QSA_DC_resilience_emergency_operation.json
R001864,RUN_20260831_EVIDENCE_MAP_01,QSA_DC_resilience_emergency_operation,single_asset_service,openalex,https://openalex.org/W2466095195,3,Fault Tolerance Techniques for High-Performance Computing,,2015,https://doi.org/10.1007/978-3-319-20943-2_1,10.1007/978-3-319-20943-2_1,https://doi.org/10.1007/978-3-319-20943-2_1,,book-chapter,Jack Dongarra|Thomas Hérault|Yves Robert,Computer communications and networks,en,,,,data/raw_metadata/openalex/QSA_DC_resilience_emergency_operation.json
R001865,RUN_20260831_EVIDENCE_MAP_01,QSA_DC_resilience_emergency_operation,single_asset_service,openalex,https://openalex.org/W3002957949,4,"Power System Resilience: Current Practices, Challenges, and Future Directions","The frequency of extreme events (e.g., hurricanes, earthquakes, and floods) and man-made attacks (cyber and physical attacks) has increased dramatically in recent years. These events have severely impacted power systems ranging from long outage times to major equipment (e.g., substations, transmission lines, and power plants) destructions. This calls for developing control and operation methods and planning strategies to improve grid resilience against such events. The first step toward this goal is to develop resilience metrics and evaluation methods to compare planning and operation alternatives and to provide techno-economic justifications for resilience enhancement. Although several power system resilience definitions, metrics, and evaluation methods have been proposed in the literature, they have not been universally accepted or standardized. This paper provides a comprehensive and critical review of current practices of power system resilience metrics and evaluation methods and discusses future directions and recommendations to contribute to the development of universally accepted and standardized definitions, metrics, evaluation methods, and enhancement strategies. This paper thoroughly examines the consensus on the power system resilience concept provided by different organizations and scholars and existing and currently practiced resilience enhancement methods. Research gaps, associated challenges, and potential solutions to existing limitations are also provided.",2020,https://doi.org/10.1109/access.2020.2968586,10.1109/access.2020.2968586,https://doi.org/10.1109/access.2020.2968586,https://ieeexplore.ieee.org/ielx7/6287639/8948470/08966351.pdf,article,Narayan Bhusal|Michael Abdelmalak|Md. Kamruzzaman|Mohammed Benidris,IEEE Access,en,,,,data/raw_metadata/openalex/QSA_DC_resilience_emergency_operation.json
R001866,RUN_20260831_EVIDENCE_MAP_01,QSA_DC_resilience_emergency_operation,single_asset_service,openalex,https://openalex.org/W3164125724,5,Optimal and economic operation of microgrids to leverage resilience benefits during grid outages,"With the rapid proliferation of power supply via the national grid, energy resiliency in unforeseen outages has to be ensured. However, the resilience advantages of microgrids concerning power failure endurance, which also result in financial disbursements, are little explored in available academic research. Hence, this study proposes an airport microgrid tied with the grid, which increases a host critical facility’s resiliency under different circumstances, using an optimized dispatch of renewable energy technology (Photovoltaics) with energy storage and diesel generator. First, the proposed system’s superiority is established in terms of technical and economic values by comparing with other feasible hybrid and standalone configurations feeding critical loads. Then, the resilience benefits from the microgrid during blackout occurrences are examined through a case study under four different scenarios. Finally, the microgrids’ survival probability during a significant outage over any time in a year has been carried out. Results show that the critical facility subject to the proposed system’s deployment, can save more than 73 thousand US dollars on average, over 25 years of the life cycle, and withstand 718 hours of grid outage.",2021,https://doi.org/10.1016/j.ijepes.2021.107137,10.1016/j.ijepes.2021.107137,https://doi.org/10.1016/j.ijepes.2021.107137,https://www.sciencedirect.com/science/article/am/pii/S0142061521003768,article,Hasan Masrur|Ayyoob Sharifi|Md. Rabiul Islam|Md. Alamgir Hossain|Tomonobu Senjyu,International Journal of Electrical Power & Energy Systems,en,,,,data/raw_metadata/openalex/QSA_DC_resilience_emergency_operation.json
R001867,RUN_20260831_EVIDENCE_MAP_01,QSA_DC_resilience_emergency_operation,single_asset_service,openalex,https://openalex.org/W2757817063,6,A Software Defined Fog Node Based Distributed Blockchain Cloud Architecture for IoT,"The recent expansion of the Internet of Things (IoT) and the consequent explosion in the volume of data produced by smart devices have led to the outsourcing of data to designated data centers. However, to manage these huge data stores, centralized data centers, such as cloud storage cannot afford auspicious way. There are many challenges that must be addressed in the traditional network architecture due to the rapid growth in the diversity and number of devices connected to the internet, which is not designed to provide high availability, real-time data delivery, scalability, security, resilience, and low latency. To address these issues, this paper proposes a novel blockchain-based distributed cloud architecture with a software defined networking (SDN) enable controller fog nodes at the edge of the network to meet the required design principles. The proposed model is a distributed cloud architecture based on blockchain technology, which provides low-cost, secure, and on-demand access to the most competitive computing infrastructures in an IoT network. By creating a distributed cloud infrastructure, the proposed model enables cost-effective high-performance computing. Furthermore, to bring computing resources to the edge of the IoT network and allow low latency access to large amounts of data in a secure manner, we provide a secure distributed fog node architecture that uses SDN and blockchain techniques. Fog nodes are distributed fog computing entities that allow the deployment of fog services, and are formed by multiple computing resources at the edge of the IoT network. We evaluated the performance of our proposed architecture and compared it with the existing models using various performance measures. The results of our evaluation show that performance is improved by reducing the induced delay, reducing the response time, increasing throughput, and the ability to detect real-time attacks in the IoT network with low performance overheads.",2017,https://doi.org/10.1109/access.2017.2757955,10.1109/access.2017.2757955,https://doi.org/10.1109/access.2017.2757955,https://doi.org/10.1109/access.2017.2757955,article,Pradip Kumar Sharma|Mu‐Yen Chen|Jong Hyuk Park,IEEE Access,en,,,,data/raw_metadata/openalex/QSA_DC_resilience_emergency_operation.json
R001868,RUN_20260831_EVIDENCE_MAP_01,QSA_DC_resilience_emergency_operation,single_asset_service,openalex,https://openalex.org/W2266336423,7,When things matter: A survey on data-centric internet of things,,2016,https://doi.org/10.1016/j.jnca.2015.12.016,10.1016/j.jnca.2015.12.016,https://doi.org/10.1016/j.jnca.2015.12.016,https://eprints.hud.ac.uk/id/eprint/28596/1/when_things_matter.pdf,article,Yongrui Qin|Quan Z. Sheng|Nickolas Falkner|Schahram Dustdar|Hua Wang|Athanasios V. Vasilakos,Journal of Network and Computer Applications,en,,,,data/raw_metadata/openalex/QSA_DC_resilience_emergency_operation.json
R001869,RUN_20260831_EVIDENCE_MAP_01,QSA_DC_resilience_emergency_operation,single_asset_service,openalex,https://openalex.org/W3132005749,8,Data centre water consumption,"Abstract The information communication technology sector will experience huge growth over the coming years, with 29.3 billion devices expected online by 2030, up from 18.4 billion in 2018. To reliably support the online services used by these billions of users, data centres have been built around the world to provide the millions of servers they contain with access to power, cooling and internet connectivity. Whilst the energy consumption of these facilities regularly receives mainstream and academic coverage, analysis of their water consumption is scarce. Data centres consume water directly for cooling, in some cases 57% sourced from potable water, and indirectly through the water requirements of non-renewable electricity generation. Although in the USA, data centre water consumption (1.7 billion litres/day) is small compared to total water consumption (1218 billion litres/day), there are issues of transparency with less than a third of data centre operators measuring water consumption. This paper examines the water consumption of data centres, the measurement of that consumption, highlights the lack of data available to assess water efficiency, and discusses and where the industry is going in attempts to reduce future consumption.",2021,https://doi.org/10.1038/s41545-021-00101-w,10.1038/s41545-021-00101-w,https://doi.org/10.1038/s41545-021-00101-w,https://www.nature.com/articles/s41545-021-00101-w.pdf,article,David Mytton,npj Clean Water,en,,,,data/raw_metadata/openalex/QSA_DC_resilience_emergency_operation.json
R001870,RUN_20260831_EVIDENCE_MAP_01,QSA_DC_resilience_emergency_operation,single_asset_service,openalex,https://openalex.org/W2783728688,9,A taxonomy of task-based parallel programming technologies for high-performance computing,"Task-based programming models for shared memory—such as Cilk Plus and OpenMP 3—are well established and documented. However, with the increase in parallel, many-core, and heterogeneous systems, a number of research-driven projects have developed more diversified task-based support, employing various programming and runtime features. Unfortunately, despite the fact that dozens of different task-based systems exist today and are actively used for parallel and high-performance computing (HPC), no comprehensive overview or classification of task-based technologies for HPC exists. In this paper, we provide an initial task-focused taxonomy for HPC technologies, which covers both programming interfaces and runtime mechanisms. We demonstrate the usefulness of our taxonomy by classifying state-of-the-art task-based environments in use today.",2018,https://doi.org/10.1007/s11227-018-2238-4,10.1007/s11227-018-2238-4,https://doi.org/10.1007/s11227-018-2238-4,https://link.springer.com/content/pdf/10.1007/s11227-018-2238-4.pdf,article,Peter Thoman|Kiril Dichev|Thomas Heller|Roman Iakymchuk|Xavier Aguilar|Khalid Hasanov|Philipp Gschwandtner|Pierre Lemarinier|Stefano Markidis|Herbert Jordan|Thomas Fahringer|Kostas Katrinis|Erwin Laure|Dimitrios S. Nikolopoulos,The Journal of Supercomputing,en,,,,data/raw_metadata/openalex/QSA_DC_resilience_emergency_operation.json
R001871,RUN_20260831_EVIDENCE_MAP_01,QSA_DC_resilience_emergency_operation,single_asset_service,openalex,https://openalex.org/W1968980974,10,Opportunities for Nonvolatile Memory Systems in Extreme-Scale High-Performance Computing,"For extreme-scale high-performance computing systems, system-wide power consumption has been identified as one of the key constraints moving forward, where DRAM main memory systems account for about 30 to 50 percent of a node's overall power consumption. As the benefits of device scaling for DRAM memory slow, it will become increasingly difficult to keep memory capacities balanced with increasing computational rates offered by next-generation processors. However, several emerging memory technologies related to nonvolatile memory (NVM) devices are being investigated as an alternative for DRAM. Moving forward, NVM devices could offer solutions for HPC architectures. Researchers are investigating how to integrate these emerging technologies into future extreme-scale HPC systems and how to expose these capabilities in the software stack and applications. Current results show several of these strategies could offer high-bandwidth I/O, larger main memory capacities, persistent data structures, and new approaches for application resilience and output postprocessing, such as transaction-based incremental checkpointing and in situ visualization, respectively.",2015,https://doi.org/10.1109/mcse.2015.4,10.1109/mcse.2015.4,https://doi.org/10.1109/mcse.2015.4,https://www.osti.gov/biblio/1331077,article,Jeffrey S. Vetter|Sparsh Mittal,Computing in Science & Engineering,en,,,,data/raw_metadata/openalex/QSA_DC_resilience_emergency_operation.json
R001872,RUN_20260831_EVIDENCE_MAP_01,QSA_EV_demand_response_peak_management,single_asset_service,openalex,https://openalex.org/W3116578724,1,Promises and Challenges of Next-Generation “Beyond Li-ion” Batteries for Electric Vehicles and Grid Decarbonization,"The tremendous improvement in performance and cost of lithium-ion batteries (LIBs) have made them the technology of choice for electrical energy storage. While established battery chemistries and cell architectures for Li-ion batteries achieve good power and energy density, LIBs are unlikely to meet all the performance, cost, and scaling targets required for energy storage, in particular, in large-scale applications such as electrified transportation and grids. The demand to further reduce cost and/or increase energy density, as well as the growing concern related to natural resource needs for Li-ion have accelerated the investigation of so-called ""beyond Li-ion"" technologies. In this review, we will discuss the recent achievements, challenges, and opportunities of four important ""beyond Li-ion"" technologies: Na-ion batteries, K-ion batteries, all-solid-state batteries, and multivalent batteries. The fundamental science behind the challenges, and potential solutions toward the goals of a low-cost and/or high-energy-density future, are discussed in detail for each technology. While it is unlikely that any given new technology will fully replace Li-ion in the near future, ""beyond Li-ion"" technologies should be thought of as opportunities for energy storage to grow into mid/large-scale applications.",2020,https://doi.org/10.1021/acs.chemrev.0c00767,10.1021/acs.chemrev.0c00767,https://doi.org/10.1021/acs.chemrev.0c00767,https://www.osti.gov/servlets/purl/1828155,article,Yaosen Tian|Guobo Zeng|Ann Rutt|Tan Shi|Haegyeom Kim|Jingyang Wang|Julius Koettgen|Yingzhi Sun|Bin Ouyang|Tina Chen|Zhengyan Lun|Ziqin Rong|Kristin A. Persson|Gerbrand Ceder,Chemical Reviews,en,,,,data/raw_metadata/openalex/QSA_EV_demand_response_peak_management.json
R001873,RUN_20260831_EVIDENCE_MAP_01,QSA_EV_demand_response_peak_management,single_asset_service,openalex,https://openalex.org/W2983762108,2,Recycling lithium-ion batteries from electric vehicles,,2019,https://doi.org/10.1038/s41586-019-1682-5,10.1038/s41586-019-1682-5,https://doi.org/10.1038/s41586-019-1682-5,https://www.nature.com/articles/s41586-019-1682-5.pdf,article,Gavin Harper|Roberto Sommerville|Emma Kendrick|Laura L. Driscoll|Peter R. Slater|Rustam Stolkin|Allan Walton|Paul A. Christensen|Oliver Heidrich|Simon Lambert|Andrew P. Abbott|Karl S. Ryder|Linda Gaines|Paul A. Anderson,Nature,en,,,,data/raw_metadata/openalex/QSA_EV_demand_response_peak_management.json
R001874,RUN_20260831_EVIDENCE_MAP_01,QSA_EV_demand_response_peak_management,single_asset_service,openalex,https://openalex.org/W3188508059,3,Combined vehicle to building (V2B) and vehicle to home (V2H) strategy to increase electric vehicle market share,"Buildings are one of the most important energy consumers in modern economy countries. The massive use of electrical vehicles could help decarbonizing the economy by using electricity produced using renewable energy. Combined use of Vehicle to Grid (V2G), Vehicle to Home (V2H) and Vehicle to Building (V2B) is one of the strategies to increase the number of electrical vehicles, ensure a better coupling between energy generation and consumption, reducing peak demand and increasing global energy efficiency. This research presents a novel approach of combined use of V2H and V2B that can be applied in different scenarios such as when the building workers own EVs, company shared car fleets or leasing, among others. Recharged energy at workers homes during night hours is delivered in the building during daily working hours lowering peak demand, reducing carbon intensity and energy cost savings. The results show that the methodology is feasible and can be extended to other cases and greatly contribute to better energy efficiency, reduces peak demand in buildings and increase electric vehicles penetration in transport to workplaces.",2021,https://doi.org/10.1016/j.energy.2021.121608,10.1016/j.energy.2021.121608,https://doi.org/10.1016/j.energy.2021.121608,https://www.sciencedirect.com/science/article/pii/S0360544221018569/pdf,article,David Borge-Díez|Daniel Icaza|Emin Açıkkalp|Hortensia Amarís,Energy,en,,,,data/raw_metadata/openalex/QSA_EV_demand_response_peak_management.json
R001875,RUN_20260831_EVIDENCE_MAP_01,QSA_EV_demand_response_peak_management,single_asset_service,openalex,https://openalex.org/W4205948434,4,Utilization of Electric Vehicles for Vehicle-to-Grid Services: Progress and Perspectives,"With every passing second, we witness the effect of the global environmental impact of fossil fuels and carbon emissions, to which nations across the globe respond by coming up with ambitious goals to become carbon-free and energy-efficient. At the same time, electric vehicles (EVs) are developed as a possible solution to reach this ambitious goal of making a cleaner environment and facilitating smarter transportation modes. This excellent idea of shifting towards an entirely EV-based mobility industry and economy results in a range of issues that need to be addressed. The issues range from ramping up the electricity generation for the projected increase in consumption to developing an infrastructure that is large enough to support the higher demand for electricity that arises due to the market penetration of EVs. Vehicle to grid (V2G) is a concept that is largely in a testing phase in the current scenario. However, it appears to offer a solution to the issues created by a mobility sector that the constantly growing EV fleet will dominate. Furthermore, the integration of EVs with the grid seems to offer various cost-wise and environment-wise benefits while assisting the grid by tapping into the idle energy of parked EVs during peak hours. This review aims to present some of the possible ancillary service potentials of such a system while also discussing the potential challenges, impacts, and future market penetration capabilities of V2G technology.",2022,https://doi.org/10.3390/en15020589,10.3390/en15020589,https://doi.org/10.3390/en15020589,https://www.mdpi.com/1996-1073/15/2/589/pdf?version=1642156271,article,Sai Sudharshan Ravi|Muhammad Aziz,Energies,en,,,,data/raw_metadata/openalex/QSA_EV_demand_response_peak_management.json
R001876,RUN_20260831_EVIDENCE_MAP_01,QSA_EV_demand_response_peak_management,single_asset_service,openalex,https://openalex.org/W3155917939,5,Active integration of electric vehicles into distribution grids: Barriers and frameworks for flexibility services,,2021,https://doi.org/10.1016/j.rser.2021.111060,10.1016/j.rser.2021.111060,https://doi.org/10.1016/j.rser.2021.111060,https://hal.science/hal-03415647,article,Felipe Gonzalez Venegas|Marc Petit|Yannick Pérez,Renewable and Sustainable Energy Reviews,en,,,,data/raw_metadata/openalex/QSA_EV_demand_response_peak_management.json
R001877,RUN_20260831_EVIDENCE_MAP_01,QSA_EV_demand_response_peak_management,single_asset_service,openalex,https://openalex.org/W3136124754,6,A Review on Electric Vehicles: Technologies and Challenges,"Electric Vehicles (EVs) are gaining momentum due to several factors, including the price reduction as well as the climate and environmental awareness. This paper reviews the advances of EVs regarding battery technology trends, charging methods, as well as new research challenges and open opportunities. More specifically, an analysis of the worldwide market situation of EVs and their future prospects is carried out. Given that one of the fundamental aspects in EVs is the battery, the paper presents a thorough review of the battery technologies—from the Lead-acid batteries to the Lithium-ion. Moreover, we review the different standards that are available for EVs charging process, as well as the power control and battery energy management proposals. Finally, we conclude our work by presenting our vision about what is expected in the near future within this field, as well as the research aspects that are still open for both industry and academic communities.",2021,https://doi.org/10.3390/smartcities4010022,10.3390/smartcities4010022,https://doi.org/10.3390/smartcities4010022,https://www.mdpi.com/2624-6511/4/1/22/pdf?version=1615800939,article,Julio A. Sanguesa|Vicente Torres‐Sanz|Piedad Garrido|Francisco J. Martínez|Johann M. Márquez-Barja,Smart Cities,en,,,,data/raw_metadata/openalex/QSA_EV_demand_response_peak_management.json
R001878,RUN_20260831_EVIDENCE_MAP_01,QSA_EV_demand_response_peak_management,single_asset_service,openalex,https://openalex.org/W2981106900,7,A cost-benefit analysis of V2G electric vehicles supporting peak shaving in Shanghai,,2019,https://doi.org/10.1016/j.epsr.2019.106058,10.1016/j.epsr.2019.106058,https://doi.org/10.1016/j.epsr.2019.106058,,article,Xinzhou Li|Yitong Tan|Xinxin Liu|Qiangqiang Liao|Bo Sun|Guangyu Cao|Li Cheng|Xiu Yang|Zhiqin Wang,Electric Power Systems Research,en,,,,data/raw_metadata/openalex/QSA_EV_demand_response_peak_management.json
R001879,RUN_20260831_EVIDENCE_MAP_01,QSA_EV_demand_response_peak_management,single_asset_service,openalex,https://openalex.org/W2765590643,8,"Integrated PV Charging of EV Fleet Based on Energy Prices, V2G, and Offer of Reserves","Workplace charging of electric vehicles (EVs) from photovoltaic (PV) panels installed on an office building can provide several benefits. This includes the local production and use of PV energy for charging the EV and making use of dynamic tariffs from the grid to schedule the energy exchange with the grid. The long parking time at the workplace provides the chance for the EV to support the grid via vehicle-to-grid technology, the use of a single EV charger for charging several EVs by multiplexing and the offer of ancillary services to the grid for up and down regulation. Further, distribution network constraints can be considered to limit the power and prevent the overloading of the grid. A single mixed integer linear programming (MILP) formulation that considers all the above applications has been proposed in this paper for a charging a fleet of EVs from PV. The MILP is implemented as a receding-horizon model predictive energy management system. Numerical simulations based on market and PV data in Austin, TX, USA, have shown 32% to 651% reduction in the net cost of EV charging from PV when compared to immediate and average rate charging policies.",2017,https://doi.org/10.1109/tsg.2017.2763683,10.1109/tsg.2017.2763683,https://doi.org/10.1109/tsg.2017.2763683,http://resolver.tudelft.nl/uuid:91939ff6-acb6-4377-9bd0-abba2db3a224,article,Gautham Ram Chandra Mouli|Mahdi Kefayati|Ross Baldick|Pavol Bauer,IEEE Transactions on Smart Grid,en,,,,data/raw_metadata/openalex/QSA_EV_demand_response_peak_management.json
R001880,RUN_20260831_EVIDENCE_MAP_01,QSA_EV_demand_response_peak_management,single_asset_service,openalex,https://openalex.org/W4288420729,9,"A comprehensive review on electric vehicles smart charging: Solutions, strategies, technologies, and challenges",,2022,https://doi.org/10.1016/j.est.2022.105241,10.1016/j.est.2022.105241,https://doi.org/10.1016/j.est.2022.105241,,article,Omid Sadeghian|Arman Oshnoei|Behnam Mohammadi‐Ivatloo|Vahid Vahidinasab|Amjad Anvari‐Moghaddam,Journal of Energy Storage,en,,,,data/raw_metadata/openalex/QSA_EV_demand_response_peak_management.json
R001881,RUN_20260831_EVIDENCE_MAP_01,QSA_EV_demand_response_peak_management,single_asset_service,openalex,https://openalex.org/W2948999417,10,Commercialization of Lithium Battery Technologies for Electric Vehicles,"Abstract The currently commercialized lithium‐ion batteries have allowed for the creation of practical electric vehicles, simultaneously satisfying many stringent milestones in energy density, lifetime, safety, power, and cost requirements of the electric vehicle economy. The next wave of consumer electric vehicles is just around the corner. Although widely adopted in the vehicle market, lithium‐ion batteries still require further development to sustain their dominating roles among competitors. In this review, the authors survey the state‐of‐the‐art active electrode materials and cell chemistries for automotive batteries. The performance, production, and cost are included. The advances and challenges in the lithium‐ion battery economy from the material design to the cell and the battery packs fitting the rapid developing automotive market are discussed in detail. Also, new technologies of promising battery chemistries are comprehensively evaluated for their potential to satisfy the targets of future electric vehicles.",2019,https://doi.org/10.1002/aenm.201900161,10.1002/aenm.201900161,https://doi.org/10.1002/aenm.201900161,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aenm.201900161,article,Xiaoqiao Zeng|Matthew Li|Deia Abd El‐Hady|Wael Alshitari|Abdullah S. Al‐Bogami|Jun Lü|Khalil Amine,Advanced Energy Materials,en,,,,data/raw_metadata/openalex/QSA_EV_demand_response_peak_management.json
R001882,RUN_20260831_EVIDENCE_MAP_01,QSA_EV_frequency_response_regulation,single_asset_service,openalex,https://openalex.org/W3116578724,1,Promises and Challenges of Next-Generation “Beyond Li-ion” Batteries for Electric Vehicles and Grid Decarbonization,"The tremendous improvement in performance and cost of lithium-ion batteries (LIBs) have made them the technology of choice for electrical energy storage. While established battery chemistries and cell architectures for Li-ion batteries achieve good power and energy density, LIBs are unlikely to meet all the performance, cost, and scaling targets required for energy storage, in particular, in large-scale applications such as electrified transportation and grids. The demand to further reduce cost and/or increase energy density, as well as the growing concern related to natural resource needs for Li-ion have accelerated the investigation of so-called ""beyond Li-ion"" technologies. In this review, we will discuss the recent achievements, challenges, and opportunities of four important ""beyond Li-ion"" technologies: Na-ion batteries, K-ion batteries, all-solid-state batteries, and multivalent batteries. The fundamental science behind the challenges, and potential solutions toward the goals of a low-cost and/or high-energy-density future, are discussed in detail for each technology. While it is unlikely that any given new technology will fully replace Li-ion in the near future, ""beyond Li-ion"" technologies should be thought of as opportunities for energy storage to grow into mid/large-scale applications.",2020,https://doi.org/10.1021/acs.chemrev.0c00767,10.1021/acs.chemrev.0c00767,https://doi.org/10.1021/acs.chemrev.0c00767,https://www.osti.gov/servlets/purl/1828155,article,Yaosen Tian|Guobo Zeng|Ann Rutt|Tan Shi|Haegyeom Kim|Jingyang Wang|Julius Koettgen|Yingzhi Sun|Bin Ouyang|Tina Chen|Zhengyan Lun|Ziqin Rong|Kristin A. Persson|Gerbrand Ceder,Chemical Reviews,en,,,,data/raw_metadata/openalex/QSA_EV_frequency_response_regulation.json
R001883,RUN_20260831_EVIDENCE_MAP_01,QSA_EV_frequency_response_regulation,single_asset_service,openalex,https://openalex.org/W2983762108,2,Recycling lithium-ion batteries from electric vehicles,,2019,https://doi.org/10.1038/s41586-019-1682-5,10.1038/s41586-019-1682-5,https://doi.org/10.1038/s41586-019-1682-5,https://www.nature.com/articles/s41586-019-1682-5.pdf,article,Gavin Harper|Roberto Sommerville|Emma Kendrick|Laura L. Driscoll|Peter R. Slater|Rustam Stolkin|Allan Walton|Paul A. Christensen|Oliver Heidrich|Simon Lambert|Andrew P. Abbott|Karl S. Ryder|Linda Gaines|Paul A. Anderson,Nature,en,,,,data/raw_metadata/openalex/QSA_EV_frequency_response_regulation.json
